reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity[colis],operation[colis]
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,SUMY25b,SUMY 25 MIN,Avenue De B?jar  1EA,,1120,neder over hembeek,,50.911107,4.403232,,,"""""",,0:25:00,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,885805,RSCA tribune 4,Avenue théo vanbeeck 2,,1070,Anderlecht,,50.83496,4.29849,,,,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,38,Les idées à la pêle,25 avenue Louis Bertrand 1030 Schaerbeek,,1030,Schaerbeek,,50.8636,4.37478,mardi-mercredi-jeudi-samedi,,Ecodal,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,38,Bio c'Bon Stockel,Rue de l'église 120-122,,1150,Woluwe-Saint-Pierre,,50.84057,4.4650299,mercredi et samedi,,Ecodal,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,DATSGRIM1,DATS GRIMBERGEN,Vilvoordsesteenweg 301,,1850,Grimbergen,,50.92705,4.3914,,,Dats,,0:10:00,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,5006225,Pillows Grand Hotel,Place Roupe 17,,1000,Bruxelles,,50.84243,4.3463,Avant 10h30,,,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,SUMY15b,SUMY 15 MIN,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.91108,4.403479,,,Sumy,,0:15:00,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,5007701,DXC Malines,Blarenberglaan 2,,2800,Malines,,51.0537599,4.44797,,,,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,504263b,OTAN/ NATO  PROMARITIMES,Avenue du Bourget,,1130,Bruxelles,,50.877383,4.429926,livraison avant 9h30,,,,,,,,,,,,
,DIMANCHE 04.11,,,,visit,,,,,,,,,,,,,NosPilifs1,NOS PILIFS,Trassersweg 347,,1120,Neder over heembeek,,50.90368,4.38881,,,,,,,,,,,,,
