reference plan,plan,route,vehicle,order,stop type,active,wait,time,distance,drive time,out of visit time window,out of capacity,out of vehicle time shift,out of work time,maximum achievable distance,status,eta,reference,name,street,detail,postalcode,city,country,lat,lng,comment,phone,tags,reference visit,duration,open 1,close 1,open 2,close 2,priority,tags visit,quantity[colis],operation[colis]
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,Sumy3H,SUMY 3H,avenue de béjar 1,,1120,neder over hembeek,,50.911073,4.405126,,,,,3:00:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,Sumy1hE,SUMY 1h,Avenue de béjar 1,,1120,neder over hembeek,,50.911107,4.405072,,,,,1:00:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,MCH,TFCO MA Malines,hoogstraat 66,,2800,malines,,51.02265,4.47407,Fermé lundi et mardi  livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,"TFCO,TFCO",,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,Adria,ADRIA KOMBI,Tivolska cesta 50,,1000,Ljubljana,slovenia,46.05742,14.50523,,,SELIS,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSAND2,Dats Anderlecht,Chaussée de Mons 875,,1070,Anderlecht,,50.828313,4.302198,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,SUMY15,SUMY 15 MIN,Avenue De Béjar 1EA,,,,,50.91109,4.403468,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,SUMY60e,SUMY 1h00,Avenue De Béjar 1AE,,1120,neder over hembeek,,50.910894,4.403393,,,Sumy,,1:00:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSGOS1,DATS GOSSELIES,,,6041,gosselies,,50.4686,4.43143,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSGRIM2,DATS GRIMBERGEN,Vilvoordsesteenweg 301,,1850,Grimbergen,,50.92705,4.3914,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,AGF,AU GRAND FORESTIER,Avenue du Grand Forestier 2,,1170,Bruxelles,,50.80392,4.4288,,,Promaritime,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,ANV,TFCO ANV VOLK,VOLKSTRAAT 8,,2000,ANTWERPEN,,51.21187,4.39655,Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,"TFCO,TFCO",,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,AUD,TFCO AUD,Square Jean Baptiste De Greef 2,,1160,Auderghem,,50.82046,4.40897,Livraison entre 19h et 6h,,TFCO,,0:30:00,,,,,,"TFCO,TFCO",,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,AUD1,TFCO AUDerghem,Square Jean-Baptiste De Greef 2/4,,1160,Auderghem,,50.82046,4.40897,,,TFCO,,0:15:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,BDS,Banc des Saveurs,Rue du bois de Linthout 9,,1200,Woluwe-saint-lambert,,50.844216,4.412801,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,Boco,BOCO,Avenue Louise 521,,1000,Bruxelles,,50.81537,4.37178,,02 647 70 54,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,BRA3,TFCO ANV BRASSCHAT,TFCO ANV BRASSCHAT,,2930,Antwerpen,,51.28758,4.4866,livraison entre 19h-06h,,TFCO,,0:15:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,BRG,TFCO BRG Brugge,Smedenstraat 36,,8000,brugge,,51.20564,3.21504,Fermé lundi et mardi + Livraison entre 19h et 6h,,TFCO,,0:20:00,,,,,,"TFCO,TFCO",,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,CONEX,CONEX,route de lennik 451,,1070,anderlecht,belgium,50.813566,4.300298,,,SELIS,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,Culinor,CULINOR,Houtstraat 46,Destelbergen,9070,Destelbergen,,51.06797,3.81018,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSAAL,Dats Alost,Brusselse steenweg 45,,9300,Aalst,,50.9322299,4.0574899,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSAAL1,Dats Alost,Brusselse steenweg 45,,9300,Aalst,,50.9322299,4.0574899,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSAND,Dats Anderlecht 2,Chaussée de Mons 875,,1070,Anderlecht,,50.82815,4.30232,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSANV,Dats Anvers,Vosseschijnstraat 42,,2030,Anvers,,51.25694,4.41659,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSANV1,Dats Anvers,Vosseschijnstraat 42,,2030,Anvers,,51.25694,4.41659,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSBRU,Dats Brugge,Bruggestraat 168,,8820,TORHOUT,,51.08252,3.11593,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSBRU1,Dats Brugge,Bruggestraat 168,,8820,TORHOUT,,51.08252,3.11593,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSGENT,Dats Gand,Wiedauwkaai 104,,9000,Gand,,51.08638,3.72522,,,,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSGENT1,Dats Gand,Wiedauwkaai 104,,9000,Gand,,51.08638,3.72522,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSGRIM3,DATS GRIMBERGEN,Vilvoordsesteenweg 301,,1850,Grimbergen,,50.92705,4.3914,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSIZE,Dats Izegem,Krekelmotestraat 147,,8870,Izegem,,50.92255,3.20958,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSKAMP1,DATS KAMPENHOUT,Mechelsesteenweg 65,,1910,Kampenhout,,50.9592,4.58707,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSKAMP2,DATS KAMPENHOUT,Mechelsesteenweg 65,,1910,Kampenhout,,50.9592,4.58707,5 min de TV Bastard,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSKOR,Dats Courtrai,Kortrijkstraat 226,,8560,Wevelgem,,50.81237,3.1959399,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSKOR1,Dats Courtrai,Kortrijkstraat 226,,8560,Wevelgem,,50.81237,3.1959399,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSMEL1,DATS MELLE,Brusselsesteenweg 36,,9090,Melle,,51.02265,3.77486,,,Dats,,0:15:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSMEL2,DATS MELLE,Brusselsesteenweg 36,,9090,MELLE,,51.02265,3.77486,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSNato,Dats NATO,Oude Hachtsesteenweg 7,,1831,Machelen,,50.89316,4.43101,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSNato1,Dats NATO,Oude Hachtsesteenweg 7,,1831,Machelen,,50.89316,4.43101,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSNato2,Dats NATO,Oude Hachtsesteenweg 7,,1831,Machelen,,50.89316,4.43101,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DatsOve1,Dats Overijse,Brusselsesteenweg 361,,3090,Overijse,,50.78348,4.5058,,,,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSWAR,Dats Waregem,Gentseweg 568A,,8793,Sint-Eloois-Vijve,,50.90178,3.40718,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSWAR1,Dats Waregem,Gentseweg 568A,,8793,Sint-Eloois-Vijve,,50.90178,3.40718,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSWAV,Dats Wavre,Avenue des princes 45,,1300,Wavre,,50.71745,4.61655,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSWAV1,Dats Wavre,Avenue des princes 45,,1300,Wavre,,50.71745,4.61655,,,"""""",,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSZAV1,Dats Zaventem,Leuvensesteenweg 500,,1930,Zaventem,,50.871726,4.476907,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,DATSZAV2,Dats Zaventem,Leuvensesteenweg 500,,1930,Zaventem,,50.8718456,4.477108,,,Dats,,0:10:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,1,Au Rayon Bio,30 Gustave van Huynegemstraat,,1090,Jette,,50.8787499,4.3276199,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,2,Au Rayon Bio,30 Gustave van Huynegemstraat,,1090,Jette,,50.8787499,4.3276199,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,3,Au Rayon Bio,30 Gustave van Huynegemstraat,,1090,Jette,,50.8787499,4.3276199,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,4,BelgoMarkt Coop.,Rue de Dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,5,BelgoMarkt Coop.,Rue de Dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,6,BelgoMarkt Coop.,Rue de Dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,7,BelgoMarkt Coop.,Rue de Dublin 19,,1050,Ixelles,,50.83711,4.3672,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,8,Bio c' bon Alsemberg,Chaussée d'Alsemberg 676-678,,1180,Uccel,,50.80309,4.33682,(Entree par Rue des Fidèles 3),,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,9,Bio c' bon Alsemberg,Chaussée d'Alsemberg 676-678,,1180,Uccel,,50.80309,4.33682,(Entree par Rue des Fidèles 3),,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,10,Bio c' bon Quartier Stéphanie,Chaussée de Charleroi 18,,1060,Saint-Gilles,,50.83212,4.35692,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,11,Bio c' bon Quartier Stéphanie,Chaussée de Charleroi 18,,1060,Saint-Gilles,,50.83212,4.35692,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,12,Bio c'bon Bascule,Chaussée de Waterloo 718-720,,1180,Uccle,,50.81535,4.36738,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,13,Bio c'bon Bascule,Chaussée de Waterloo 718-720,,1180,Uccle,,50.81535,4.36738,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,14,Biorganic Factory,81 chaussée de Ruisbroek,,1190,Forest,,50.7992,4.31472,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,15,Biorganic Factory,81 chaussée de Ruisbroek,,1190,Forest,,50.7992,4.31472,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,16,Chambelland,Avenue de luniversité 42,,1050,Ixelles,,50.81469,4.38779,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,17,Chambelland,Avenue de luniversité 42,,1050,Ixelles,,50.81469,4.38779,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,18,Crea BIO SENS,13 avenue de Laeken,,1090,Jette,,50.87203,4.32519,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,19,Crea BIO SENS,13 avenue de Laeken,,1090,Jette,,50.87203,4.32519,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,21,Dolma,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,22,Dolma,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,23,Dolma,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,24,Dolma,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,25,Green Food,21 rue de vergnies,,1050,Ixelles,,50.829,4.3712799,Irrégulier / petite quantité / livrer à Dolma,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,26,La Fraysse,Chaussée de Louvain 896,,1140,Evere,,50.85852,4.41291,Apres 10h,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,27,LA SAGA Globe Halles,9 avenue de la Chevalerie,,1040,Etterbeek,,50.84261,4.39598,Temporairement plus de commande,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,28,LA SAGA Globe Halles,9 avenue de la Chevalerie,,1040,Etterbeek,,50.84261,4.39598,Temporairement plus de commande,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,29,LA SAGA Globe Halles,9 avenue de la Chevalerie,,1040,Etterbeek,,50.84261,4.39598,Temporairement plus de commande,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,30,Le magasain,Chaussée de Vleurgat 287,,1050,Ixelles,,50.81759,4.36628,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,31,Le magasain,Chaussée de Vleurgat 287,,1050,Ixelles,,50.81759,4.36628,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,32,Le P'tit Beurre,Avenue Paul Dejaer 4,,1060,Bruxelles,,50.82658,4.34493,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,33,Le relais du tripoteur,124 rue Middelbourg,,1170,Bruxelles,,50.79416,4.41889,Toutes les 2 semaines,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,34,Les ferme de nos pilifs,Trassersweg 347,,1120,Bruxelles,,50.90368,4.38881,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,35,Les ferme de nos pilifs,Trassersweg 347,,1120,Bruxelles,,50.90368,4.38881,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,36,Les Gauchers (Entrenous/Sara Lenzi),Rue de Merode 29,,1060,Saint-Gilles,,50.83587,4.33986,Irrégulier/ Petites Quantité,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,37,Les Gauchers (Entrenous/Sara Lenzi),Rue de Merode 29,,1060,Saint-Gilles,,50.83587,4.33986,Irrégulier/ Petites Quantité,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,38,Les idées à la pêle,25 avenue Louis Bertrand 1030 Schaerbeek,,1030,Schaerbeek,,50.8636,4.37478,mardi-mercredi-jeudi-samedi,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,40,Les idées à la pêle,25 avenue Louis Bertrand 1030 Schaerbeek,,1030,Schaerbeek,,50.8636,4.37478,mardi-mercredi-jeudi-samedi,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,41,Les idées à la pêle,25 avenue Louis Bertrand 1030 Schaerbeek,,1030,Schaerbeek,,50.8636,4.37478,mardi-mercredi-jeudi-samedi,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,42,Magasin General,Rue Guillaume Stocq 45,,1050,Ixelles,,50.82358,4.37671,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,43,Magasin General,Rue Guillaume Stocq 45,,1050,Ixelles,,50.82358,4.37671,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,46,Magasin General,Rue Guillaume Stocq 45,,1050,Ixelles,,50.82358,4.37671,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,47,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,48,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,49,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,50,Natural Corner,Rue de l'Escalier 1,,1000,Bruxelles,,50.84385,4.3524,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,51,Neerhof,Neerhofstraat 2,,1700,Dilbeek,,50.83905,4.25914,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,52,Ozfair,J.Volderslaan 9,,1060,Bruxelles,,50.8323233,4.3428801,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,53,Ozfair,J.Volderslaan 9,,1060,Bruxelles,,50.8323233,4.3428801,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,54,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,55,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,56,Pick-Eat,Rue de Dublin 19,,1050,Bruxelles,,50.83711,4.3672,Irrégulier,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,57,Rootstore,Michelangelolaan 45a,,1000,Bruxelles,,50.84496,4.38558,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,58,Rootstore,Michelangelolaan 45a,,1000,Bruxelles,,50.84496,4.38558,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,59,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,60,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,61,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,62,Tan SC,Rue de l'Aqueduc 95,,1050,Ixelles,,50.82423,4.35893,,,Ecodal,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,ELGEKA,ELGEKA,Xenodochoipallilon 81,,13672,Acharnes,,38.107273,23.760346,,,SELIS,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM COOK,FARM COOKING,Avenue du bois de la cambre 49,code volet 1234,1050,Ixelles,,50.80935,4.3949999,Code volet 8110,LOUIS 0473762212,FARM,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM FC-IXL,FARM FC-IXL,136 chaussée d'Ixelles,,1050,Ixelles,,50.83424,4.36542,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM FC-IXL2,FARM FC-IXL,chaussée d' ixelles 132,,1050,Ixelles,,50.83442,4.36517,CODE: 125874,,FARM,,0:30:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM ST CATH,FARM ST CATH,Rue du rouleau 12,,,,,50.852301,4.34814,CODE 181618,,,,0:30:00,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM TEST1,BRASSERIE DE LA LESSE,Rue du Treux 4,,5580,Rochefort,,50.14018,5.1636,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM TEST2,COULEUR NATURE,Rue de l'Industrie 17/B,,1400,Nivelles,,50.5907,4.35857,,,,,,,,,,,,,
,SAMEDI 03.11,,,,visit,,,,,,,,,,,,,FARM TEST3,Ethiquable Benelux Fair Trade Fair Taste,Rue du Parc Industriel 60,,4300,Waremme,,50.68868,5.27539,,,,,,,,,,,,,
